"trade_id","date","symbol","side","qty","price","commission","client_id","desk"
"T0000587",2026-01-24,"GOOG","SELL",643.1143,88.8823,0.2755,"C0064","FX"
"T0000588",2026-06-19,"NVDA","SELL",147.7449,49.0853,0.1526,"C0036","EQ"
"T0000589",2026-06-06,"MSFT","SELL",440.0738,27.6707,0.1353,"C0038","EQ"
"T0000590",2026-06-11,"AMZN","SELL",405.8197,59.8661,0.103,"C0031","WEALTH"
"T0000591",2026-01-22,"TSLA","BUY",232.2142,18.8202,0.088,"C0050","WEALTH"
"T0000592",2026-05-12,"ORO","BUY",687.754,364.8793,0.0926,"C0043","WEALTH"
"T0000593",2026-05-25,"NVDA","SELL",217.8984,7.4137,0.1774,"C0021","EQ"
"T0000594",2026-04-29,"AMZN","BUY",831.2087,318.283,0.0957,"C0005","EQ"
"T0000595",2026-05-28,"ORO","BUY",709.6681,86.2386,0.152,"C0007","FX"
"T0000596",2026-06-28,"BONO2027","BUY",523.679,34.2266,0.1135,"C0034","FI"
"T0000597",2026-02-08,"META","SELL",54.5536,68.0259,0.1496,"C0013","WEALTH"
"T0000598",2026-01-09,"MSFT","BUY",624.9313,52.5292,0.2506,"C0047","FX"
"T0000599",2026-03-04,"META","SELL",773.0503,330.9525,0.2194,"C0002","EQ"
"T0000600",2026-01-19,"NVDA","BUY",383.2145,319.3813,0.1324,"C0080","EQ"
"T0000601",2026-01-21,"ORO","SELL",673.7175,100.834,0.0749,"C0057","FX"
"T0000602",2026-04-17,"AMZN","BUY",29.8488,43.495,0.192,"C0052","EQ"
"T0000603",2026-04-08,"GOOG","SELL",192.941,61.6403,0.1474,"C0043","EQ"
"T0000604",2026-04-26,"AAPL","SELL",733.5499,29.2276,0.0741,"C0052","FX"
"T0000605",2026-05-15,"DOLAR","BUY",461.6052,25.383,0.2482,"C0024","EQ"
"T0000606",2026-06-26,"SP500","BUY",449.0769,42.7995,0.2299,"C0032","EQ"
"T0000607",2026-03-09,"TSLA","SELL",814.2841,185.806,0.0897,"C0017","EQ"
"T0000608",2026-06-22,"GOOG","SELL",909.7801,37.2389,0.6793,"C0072","EQ"
"T0000609",2026-04-25,"NVDA","SELL",911.727,68.086,0.0207,"C0021","EQ"
"T0000610",2026-03-06,"GOOG","SELL",916.3986,153.5804,0.2003,"C0060","DERIV"
"T0000611",2026-04-02,"TSLA","BUY",931.8207,76.6469,0.1019,"C0057","EQ"
"T0000612",2026-03-22,"TSLA","SELL",540.0091,83.2803,0.1526,"C0060","WEALTH"
"T0000613",2026-06-13,"MSFT","SELL",645.0616,32.3604,0.0724,"C0042","EQ"
"T0000614",2026-06-11,"TSLA","BUY",61.6372,60.18,0.1173,"C0025","FI"
"T0000615",2026-06-04,"AAPL","BUY",415.6739,24.7917,0.094,"C0074","FX"
"T0000616",2026-06-03,"NVDA","BUY",517.6079,29.8303,0.1832,"C0022","FI"
"T0000617",2026-02-26,"BONO2027","BUY",675.9476,21.5679,0.1788,"C0080","FI"
"T0000618",2026-02-04,"TSLA","SELL",363.0614,38.3118,0.2107,"C0047","DERIV"
"T0000619",2026-01-13,"AAPL","SELL",398.7624,71.3758,0.1727,"C0071","EQ"
"T0000620",2026-04-08,"DOLAR","BUY",245.6809,50.3739,0.1291,"C0058","EQ"
"T0000621",2026-02-10,"BONO2030","SELL",158.7909,25.0174,0.1283,"C0073","EQ"
"T0000622",2026-06-20,"ORO","SELL",531.2109,25.0639,0.4158,"C0060","FI"
"T0000623",2026-04-02,"LETRA","BUY",800.9047,18.6785,0.2265,"C0048","EQ"
"T0000624",2026-05-18,"NVDA","SELL",443.3117,76.0417,0.1312,"C0013","FI"
"T0000625",2026-04-06,"META","SELL",756.6091,67.9879,0.3344,"C0054","EQ"
"T0000626",2026-04-20,"AAPL","BUY",638.462,17.6164,0.1782,"C0038","EQ"
"T0000627",2026-01-27,"AMZN","BUY",896.4499,14.2172,0.128,"C0003","EQ"
"T0000628",2026-04-07,"AMZN","BUY",383.6537,51.6211,0.0737,"C0080","EQ"
"T0000629",2026-03-06,"NVDA","SELL",952.2468,37.779,0.1673,"C0043","EQ"
"T0000630",2026-03-19,"ORO","BUY",710.9535,20.7861,0.1854,"C0034","EQ"
"T0000631",2026-05-07,"DOLAR","BUY",929.5409,125.5059,0.0926,"C0016","DERIV"
"T0000632",2026-02-27,"AMZN","BUY",375.3528,51.7817,0.0747,"C0039","EQ"
"T0000633",2026-01-28,"NVDA","BUY",785.2512,53.7376,0.0612,"C0021","FI"
"T0000634",2026-02-01,"AMZN","SELL",219.8903,89.3396,0.0805,"C0074","EQ"
"T0000635",2026-04-15,"NVDA","SELL",485.9746,76.4247,0.2584,"C0006","EQ"
"T0000636",2026-06-07,"MSFT","BUY",681.5471,41.9986,0.18,"C0045","DERIV"
"T0000637",2026-04-25,"AMZN","BUY",464.1701,22.0307,0.0779,"C0072","EQ"
"T0000638",2026-06-14,"NVDA","SELL",939.2041,140.5853,0.0526,"C0048","WEALTH"
"T0000639",2026-04-08,"MSFT","BUY",340.5137,13.8928,0.0256,"C0022","EQ"
"T0000640",2026-06-01,"MSFT","BUY",1.3822,164.6067,0.0775,"C0004","FI"
"T0000641",2026-06-21,"MSFT","BUY",218.1659,35.4171,0.181,"C0002","EQ"
"T0000642",2026-02-03,"SP500","BUY",37.0299,287.2559,0.0663,"C0013","WEALTH"
"T0000643",2026-05-05,"MSFT","SELL",348.8857,46.3486,0.1632,"C0002","FI"
"T0000644",2026-01-28,"GOOG","BUY",98.8557,35.1234,0.3844,"C0045","WEALTH"
"T0000645",2026-02-17,"GOOG","SELL",730.6083,56.4275,0.0371,"C0077","WEALTH"
"T0000646",2026-01-18,"SP500","BUY",736.0662,156.5911,0.1265,"C0009","FI"
"T0000647",2026-06-07,"AAPL","SELL",650.1119,12.8363,0.0757,"C0079","EQ"
"T0000648",2026-05-30,"AMZN","SELL",885.7762,42.6748,0.2415,"C0037","DERIV"
"T0000649",2026-06-03,"BONO2027","SELL",114.861,69.1065,0.1363,"C0040","FI"
"T0000650",2026-02-18,"MSFT","BUY",270.6736,61.4496,0.1681,"C0049","EQ"
"T0000651",2026-04-05,"AAPL","BUY",884.628,59.9051,0.1511,"C0039","DERIV"
"T0000652",2026-04-14,"AAPL","SELL",971.539,42.1542,0.1561,"C0076","DERIV"
"T0000653",2026-01-30,"TSLA","SELL",901.771,21.9267,0.1656,"C0015","FI"
"T0000654",2026-03-13,"LETRA","BUY",696.5374,538.6444,0.0758,"C0066","WEALTH"
"T0000655",2026-06-28,"NVDA","BUY",931.0413,17.0968,0.2933,"C0048","EQ"
"T0000656",2026-06-24,"MSFT","SELL",748.3879,119.9404,0.3402,"C0076","EQ"
"T0000657",2026-02-27,"NVDA","BUY",111.4419,22.5048,0.1242,"C0043","FX"
"T0000658",2026-06-15,"GOOG","SELL",538.8326,11.0329,0.1219,"C0053","EQ"
"T0000659",2026-04-09,"NVDA","SELL",340.3996,61.5948,0.045,"C0056","FI"
"T0000660",2026-03-06,"AMZN","SELL",725.3841,295.0587,0.1501,"C0024","EQ"
"T0000661",2026-06-07,"NVDA","BUY",341.7157,90.3194,0.0352,"C0003","EQ"
"T0000662",2026-06-24,"GOOG","BUY",750.9507,14.73,0.1203,"C0038","FX"
"T0000663",2026-01-04,"TSLA","BUY",326.6095,32.2404,0.0556,"C0055","EQ"
"T0000664",2026-06-05,"GOOG","BUY",288.7044,29.9567,0.0838,"C0042","DERIV"
"T0000665",2026-02-10,"DOLAR","BUY",286.8531,21.8433,0.1232,"C0074","FI"
"T0000666",2026-04-07,"TSLA","SELL",206.2716,124.2245,0.1863,"C0050","WEALTH"
"T0000667",2026-01-20,"DOLAR","BUY",288.4485,396.4034,0.3153,"C0024","EQ"
"T0000668",2026-05-22,"AMZN","SELL",266.087,17.0704,0.1052,"C0038","EQ"
"T0000669",2026-05-17,"META","BUY",166.7183,105.4052,0.1196,"C0046","EQ"
"T0000670",2026-04-02,"META","BUY",165.1957,23.2625,0.1183,"C0051","FI"
"T0000671",2026-06-08,"GOOG","SELL",287.4907,131.0325,0.1012,"C0010","WEALTH"
"T0000672",2026-06-01,"DOLAR","SELL",512.2671,65.136,0.113,"C0040","FI"
"T0000673",2026-05-30,"GOOG","BUY",370.5609,43.5282,0.2085,"C0061","FI"
"T0000674",2026-01-11,"GOOG","BUY",941.6031,96.3551,0.3899,"C0056","EQ"
"T0000675",2026-04-17,"AMZN","BUY",577.1983,320.0194,0.3484,"C0012","EQ"
"T0000676",2026-05-27,"AAPL","SELL",537.5937,168.9585,0.1269,"C0024","EQ"
"T0000677",2026-06-10,"MSFT","SELL",727.8964,46.6523,0.1931,"C0022","EQ"
"T0000678",2026-04-17,"AAPL","BUY",317.5797,99.9138,0.0957,"C0079","EQ"
"T0000679",2026-04-23,"AMZN","BUY",831.1058,22.7535,0.055,"C0027","EQ"
"T0000680",2026-02-09,"AMZN","BUY",661.5103,77.0261,0.1855,"C0060","EQ"
"T0000681",2026-02-24,"AAPL","BUY",212.4068,117.7354,0.1695,"C0070","FI"
"T0000682",2026-06-15,"GOOG","BUY",348.7221,78.8264,0.3544,"C0001","DERIV"
"T0000683",2026-02-03,"DOLAR","BUY",517.4524,33.8804,0.1225,"C0037","WEALTH"
"T0000684",2026-01-01,"SP500","SELL",906.1783,52.6639,0.0486,"C0044","EQ"
"T0000685",2026-04-04,"AMZN","BUY",990.2563,34.2876,0.1612,"C0005","EQ"
"T0000686",2026-02-26,"AAPL","BUY",292.9264,77.8116,0.0548,"C0068","FI"
"T0000687",2026-02-24,"DOLAR","BUY",322.7661,42.5983,0.0695,"C0005","FX"
"T0000688",2026-05-26,"LETRA","BUY",629.4741,45.6835,0.103,"C0053","DERIV"
"T0000689",2026-03-01,"AMZN","SELL",770.7099,32.9151,0.1037,"C0061","EQ"
"T0000690",2026-03-12,"EURO","SELL",229.9991,128.2206,0.0595,"C0058","WEALTH"
"T0000691",2026-05-22,"BONO2027","BUY",243.2384,71.5157,0.255,"C0040","EQ"
"T0000692",2026-01-10,"DOLAR","SELL",131.6743,25.4594,0.1633,"C0005","EQ"
"T0000693",2026-03-10,"NVDA","BUY",856.7888,66.749,0.0783,"C0015","FI"
"T0000694",2026-03-29,"NVDA","BUY",101.0246,35.2153,0.0819,"C0048","EQ"
"T0000695",2026-06-15,"BONO2027","SELL",707.5936,59.2988,0.0651,"C0069","WEALTH"
"T0000696",2026-05-13,"AAPL","BUY",544.879,242.9397,0.1678,"C0050","EQ"
"T0000697",2026-01-21,"META","SELL",180.0754,23.741,0.2306,"C0048","FI"
"T0000698",2026-03-04,"META","BUY",194.8612,65.1041,0.1035,"C0013","WEALTH"
"T0000699",2026-02-04,"AAPL","BUY",847.5162,17.4784,0.2504,"C0046","EQ"
"T0000700",2026-01-03,"BONO2027","SELL",673.8768,89.3726,0.1122,"C0051","EQ"
"T0000701",2026-02-14,"MSFT","BUY",869.992,17.2317,0.1587,"C0064","EQ"
"T0000702",2026-04-01,"BONO2027","BUY",626.1684,13.9934,0.2656,"C0003","FI"
"T0000703",2026-01-29,"META","SELL",811.5166,85.2655,0.0855,"C0047","EQ"
"T0000704",2026-02-11,"GOOG","BUY",934.2662,29.9519,0.1454,"C0057","FI"
"T0000705",2026-01-17,"TSLA","SELL",3.8166,11.2825,0.187,"C0011","FI"
"T0000706",2026-01-20,"AAPL","SELL",474.8329,18.924,0.1055,"C0077","EQ"
"T0000707",2026-06-26,"META","SELL",557.6241,129.0792,0.1486,"C0005","FI"
"T0000708",2026-03-17,"NVDA","SELL",218.6252,62.8448,0.1727,"C0077","EQ"
"T0000709",2026-03-29,"MSFT","BUY",935.7941,64.479,0.2768,"C0022","FI"
"T0000710",2026-06-07,"ORO","BUY",977.8146,111.56,0.2359,"C0016","EQ"
"T0000711",2026-06-28,"TSLA","SELL",432.5556,64.0003,0.1073,"C0007","FI"
"T0000712",2026-04-22,"DOLAR","BUY",808.1271,4.2844,0.1959,"C0032","FI"
"T0000713",2026-06-10,"AMZN","BUY",255.9673,55.4647,0.345,"C0072","FI"
"T0000714",2026-04-16,"BONO2030","SELL",589.3326,17.8975,0.0932,"C0054","DERIV"
"T0000715",2026-05-15,"GOOG","SELL",439.25,25.8785,0.3185,"C0048","FI"
"T0000716",2026-01-25,"NVDA","SELL",188.5461,14.8317,0.0597,"C0002","WEALTH"
"T0000717",2026-01-24,"BONO2027","BUY",9.5766,73.3526,0.0793,"C0039","FX"
"T0000718",2026-03-07,"AMZN","BUY",382.042,339.8571,0.1476,"C0041","EQ"
"T0000719",2026-02-05,"MSFT","BUY",128.3707,80.5788,0.0489,"C0074","FI"
"T0000720",2026-06-29,"GOOG","BUY",960.9615,256.1394,0.1647,"C0022","WEALTH"
"T0000721",2026-01-08,"GOOG","SELL",465.769,45.3449,0.0378,"C0031","EQ"
"T0000722",2026-05-25,"ORO","SELL",234.1319,35.5182,0.0871,"C0038","EQ"
"T0000723",2026-06-14,"MSFT","SELL",798.4349,102.3995,0.0768,"C0008","DERIV"
"T0000724",2026-05-25,"BONO2030","SELL",670.6914,20.0474,0.238,"C0045","FI"
"T0000725",2026-03-21,"MSFT","BUY",584.4057,18.9285,0.0703,"C0052","FX"
"T0000726",2026-04-06,"NVDA","BUY",667.482,5.0805,0.296,"C0063","EQ"
"T0000727",2026-06-29,"ORO","SELL",739.6118,9.202,0.0835,"C0012","WEALTH"
"T0000728",2026-01-25,"AMZN","SELL",671.4626,38.347,0.111,"C0071","EQ"
"T0000729",2026-05-22,"AAPL","BUY",151.8614,60.3231,0.0826,"C0020","FI"
"T0000730",2026-02-25,"NVDA","BUY",606.7208,41.2645,0.2593,"C0052","WEALTH"
"T0000731",2026-06-21,"TSLA","SELL",931.3988,11.9079,0.0613,"C0040","EQ"
"T0000732",2026-03-08,"AMZN","BUY",381.838,21.6881,0.2119,"C0059","FI"
"T0000733",2026-06-13,"TSLA","BUY",883.1873,29.0394,0.2442,"C0076","WEALTH"
"T0000734",2026-02-04,"TSLA","SELL",700.3185,112.1146,0.1084,"C0040","WEALTH"
"T0000735",2026-02-08,"NVDA","SELL",731.726,70.3042,0.0623,"C0042","DERIV"
"T0000736",2026-02-06,"EURO","BUY",282.3041,28.1743,0.21,"C0040","DERIV"
"T0000737",2026-03-27,"AMZN","BUY",431.9186,15.0044,0.0759,"C0062","EQ"
"T0000738",2026-05-12,"EURO","BUY",726.4343,47.7918,0.0798,"C0039","EQ"
"T0000739",2026-01-29,"META","BUY",805.7352,13.1825,0.09,"C0019","EQ"
"T0000740",2026-05-16,"ORO","BUY",435.6136,32.0242,0.0776,"C0069","EQ"
"T0000741",2026-02-13,"GOOG","SELL",268.333,42.6756,0.3676,"C0008","EQ"
"T0000742",2026-02-13,"AAPL","SELL",783.8993,145.1867,0.1965,"C0077","FX"
"T0000743",2026-01-12,"NVDA","SELL",190.7241,111.7976,0.1665,"C0038","EQ"
"T0000744",2026-04-21,"DOLAR","BUY",165.9355,64.272,0.0962,"C0017","EQ"
"T0000745",2026-05-17,"MSFT","BUY",13.9075,45.9338,0.2553,"C0033","FI"
"T0000746",2026-03-29,"GOOG","BUY",374.5981,36.9511,0.0739,"C0006","EQ"
"T0000747",2026-05-11,"NVDA","BUY",577.047,88.3797,0.1198,"C0066","EQ"
"T0000748",2026-06-03,"TSLA","BUY",803.4698,17.8986,0.2634,"C0030","FI"
"T0000749",2026-04-15,"META","BUY",11.3604,41.1272,0.0776,"C0028","FI"
"T0000750",2026-05-15,"AMZN","SELL",880.2861,146.1801,0.139,"C0021","EQ"
"T0000751",2026-06-04,"NVDA","BUY",490.8029,28.4821,0.0857,"C0074","EQ"
"T0000752",2026-06-21,"TSLA","BUY",598.6701,16.0975,0.1077,"C0002","EQ"
"T0000753",2026-06-26,"TSLA","SELL",670.8463,54.638,0.1316,"C0035","FX"
"T0000754",2026-03-20,"NVDA","BUY",417.9468,69.1395,0.1214,"C0051","FI"
"T0000755",2026-02-16,"SP500","SELL",785.3274,213.8404,0.2426,"C0039","EQ"
"T0000756",2026-05-28,"META","BUY",736.5937,26.4169,0.1979,"C0074","FI"
"T0000757",2026-04-01,"TSLA","SELL",846.7203,35.8273,0.222,"C0015","FX"
"T0000758",2026-02-14,"BONO2030","SELL",661.8314,147.2316,0.2259,"C0073","DERIV"
"T0000759",2026-05-27,"MSFT","SELL",731.0781,44.0656,0.3022,"C0048","EQ"
"T0000760",2026-03-07,"SP500","SELL",896.614,69.6435,0.1557,"C0073","FX"
"T0000761",2026-05-30,"GOOG","BUY",195.8159,79.5386,0.2012,"C0024","FI"
"T0000762",2026-06-14,"ORO","SELL",982.1772,152.7731,0.1108,"C0067","EQ"
"T0000763",2026-04-15,"NVDA","BUY",813.6546,113.7021,0.1268,"C0063","EQ"
"T0000764",2026-06-27,"GOOG","BUY",581.6386,52.8375,0.1875,"C0076","FI"
"T0000765",2026-02-02,"MSFT","SELL",525.7009,19.466,0.111,"C0003","EQ"
"T0000766",2026-03-09,"BONO2030","BUY",925.6387,51.2421,0.1086,"C0025","EQ"
"T0000767",2026-03-23,"AMZN","BUY",32.0833,98.6833,0.1601,"C0065","EQ"
"T0000768",2026-03-03,"AAPL","BUY",723.5598,151.6247,0.3416,"C0004","WEALTH"
"T0000769",2026-04-11,"BONO2030","BUY",455.5061,92.9541,0.059,"C0005","FI"
"T0000770",2026-04-09,"BONO2027","SELL",756.976,16.1488,0.1024,"C0026","FX"
"T0000771",2026-02-11,"AMZN","BUY",38.2245,60.3994,0.1709,"C0009","FI"
"T0000772",2026-02-25,"TSLA","BUY",693.7121,22.0849,0.1646,"C0042","FI"
"T0000773",2026-06-02,"AAPL","SELL",146.9121,37.2652,0.0582,"C0031","FX"
"T0000774",2026-06-16,"META","BUY",249.1424,22.6741,0.0872,"C0075","EQ"
"T0000775",2026-01-14,"EURO","BUY",268.5735,213.9953,0.0693,"C0041","FI"
"T0000776",2026-03-02,"AAPL","SELL",587.5167,47.1209,0.1322,"C0054","FI"
"T0000777",2026-04-01,"GOOG","BUY",279.3439,242.0492,0.2989,"C0043","FX"
"T0000778",2026-03-15,"DOLAR","BUY",246.1335,13.5497,0.1358,"C0076","EQ"
"T0000779",2026-05-31,"NVDA","SELL",823.2074,29.1727,0.1197,"C0064","FX"
"T0000780",2026-03-15,"META","BUY",756.8764,103.1533,0.5254,"C0071","EQ"
"T0000781",2026-05-29,"GOOG","SELL",474.4515,35.6655,0.0945,"C0060","FI"
"T0000782",2026-06-18,"AMZN","BUY",137.4556,267.3727,0.1455,"C0076","DERIV"
"T0000783",2026-06-16,"AAPL","BUY",175.1762,32.413,0.1112,"C0055","DERIV"
"T0000784",2026-03-11,"TSLA","BUY",915.9045,9.7224,0.0789,"C0056","DERIV"
"T0000785",2026-06-29,"DOLAR","SELL",263.8232,50.7229,0.1955,"C0065","EQ"
"T0000786",2026-06-05,"META","SELL",884.0473,39.7289,0.0993,"C0034","FX"
"T0000787",2026-01-08,"AMZN","SELL",283.2872,48.8785,0.2264,"C0002","EQ"
"T0000788",2026-06-08,"META","BUY",894.3548,28.2019,0.1064,"C0021","EQ"
"T0000789",2026-03-31,"AAPL","SELL",575.0737,31.5468,0.1248,"C0042","EQ"
"T0000790",2026-01-24,"MSFT","BUY",679.3992,28.9575,0.0834,"C0036","WEALTH"
"T0000791",2026-02-06,"NVDA","BUY",705.5776,39.4249,0.1118,"C0043","EQ"
"T0000792",2026-02-27,"GOOG","BUY",264.6005,21.7816,0.1705,"C0019","EQ"
"T0000793",2026-03-24,"SP500","SELL",337.583,133.3008,0.0411,"C0039","EQ"
"T0000794",2026-03-25,"NVDA","SELL",361.1548,27.0161,0.0746,"C0058","EQ"
"T0000795",2026-01-11,"ORO","SELL",367.762,151.9358,0.1611,"C0002","FI"
"T0000796",2026-04-01,"MSFT","SELL",344.3271,17.0573,0.0702,"C0074","FI"
"T0000797",2026-03-12,"GOOG","BUY",698.1011,107.1021,0.2452,"C0051","FX"
"T0000798",2026-04-16,"MSFT","BUY",112.4283,33.6976,0.0739,"C0036","FI"
"T0000799",2026-06-21,"DOLAR","SELL",193.1253,60.6575,0.0809,"C0059","EQ"
"T0000800",2026-04-28,"NVDA","SELL",82.3255,100.6406,0.1186,"C0050","WEALTH"
"T0000801",2026-05-12,"AMZN","SELL",436.7401,26.214,0.1154,"C0006","FX"
"T0000802",2026-06-08,"NVDA","BUY",920.0011,66.0172,0.1167,"C0020","EQ"
"T0000803",2026-06-29,"SP500","SELL",443.8531,52.6807,0.1744,"C0018","EQ"
"T0000804",2026-02-04,"META","BUY",270.9027,22.3128,0.1916,"C0017","WEALTH"
"T0000805",2026-03-06,"MSFT","SELL",222.8509,86.6056,0.0457,"C0067","EQ"
"T0000806",2026-06-25,"AAPL","SELL",791.7836,8.6591,0.2408,"C0058","EQ"
"T0000807",2026-05-02,"NVDA","BUY",255.4362,187.7684,0.3045,"C0012","EQ"
"T0000808",2026-01-05,"SP500","BUY",59.0011,142.1748,0.0864,"C0066","EQ"
"T0000809",2026-01-17,"ORO","SELL",379.8881,46.4631,0.0438,"C0008","FI"
"T0000810",2026-02-12,"AMZN","BUY",906.6234,38.6359,0.0508,"C0012","EQ"
"T0000811",2026-02-02,"GOOG","BUY",189.7191,72.0643,0.0431,"C0066","EQ"
"T0000812",2026-03-23,"BONO2027","SELL",352.4614,37.0289,0.1636,"C0075","FX"
"T0000813",2026-03-08,"AMZN","BUY",462.5583,46.7005,0.1988,"C0008","FI"
"T0000814",2026-03-10,"MSFT","BUY",956.4726,65.6172,0.3291,"C0006","FX"
"T0000815",2026-02-08,"BONO2027","SELL",101.8822,50.6165,0.165,"C0048","DERIV"
"T0000816",2026-01-13,"BONO2030","BUY",36.7195,214.4678,0.2365,"C0042","EQ"
"T0000817",2026-02-02,"TSLA","BUY",646.7409,41.7375,0.0973,"C0056","FX"
"T0000818",2026-04-30,"TSLA","SELL",66.2372,27.1056,0.0749,"C0041","WEALTH"
"T0000819",2026-06-27,"BONO2027","BUY",320.133,22.0642,0.1596,"C0031","EQ"
"T0000820",2026-05-18,"NVDA","BUY",262.9024,34.7154,0.1664,"C0016","FI"
"T0000821",2026-03-19,"BONO2030","BUY",788.0476,25.0404,0.0392,"C0025","FX"
"T0000822",2026-04-16,"NVDA","BUY",139.8035,116.2875,0.2386,"C0060","WEALTH"
"T0000823",2026-04-08,"GOOG","BUY",665.386,66.5659,0.0941,"C0071","EQ"
"T0000824",2026-05-04,"TSLA","BUY",907.6698,50.2123,0.1271,"C0060","FI"
"T0000825",2026-03-22,"META","SELL",304.975,55.8243,0.074,"C0035","EQ"
"T0000826",2026-01-02,"AMZN","SELL",723.788,26.4215,0.1991,"C0010","EQ"
"T0000827",2026-03-28,"GOOG","BUY",364.7379,358.0766,0.1088,"C0042","EQ"
"T0000828",2026-04-01,"TSLA","SELL",433.1834,104.2733,0.0579,"C0061","EQ"
"T0000829",2026-02-09,"GOOG","BUY",729.1391,102.2389,0.1617,"C0067","EQ"
"T0000830",2026-06-11,"ORO","SELL",263.5351,62.5639,0.0506,"C0004","EQ"
"T0000831",2026-06-26,"DOLAR","SELL",769.2026,62.0139,0.1213,"C0070","FI"
"T0000832",2026-05-08,"MSFT","BUY",510.717,93.9173,0.1375,"C0072","EQ"
"T0000833",2026-04-28,"NVDA","BUY",683.532,77.2848,0.6875,"C0007","FI"
"T0000834",2026-03-08,"AMZN","BUY",445.1949,101.946,0.1847,"C0017","FI"
"T0000835",2026-06-20,"AAPL","SELL",629.0235,38.2577,0.0633,"C0059","EQ"
"T0000836",2026-02-27,"MSFT","BUY",660.4414,150.9899,0.1704,"C0037","WEALTH"
"T0000837",2026-02-06,"AAPL","BUY",38.3969,16.7984,0.1281,"C0031","DERIV"
"T0000838",2026-01-22,"BONO2027","SELL",782.2525,235.2875,0.1551,"C0061","FI"
"T0000839",2026-01-03,"AAPL","BUY",547.9718,51.1249,0.0515,"C0012","DERIV"
"T0000840",2026-03-19,"AMZN","SELL",437.3194,64.4347,0.3726,"C0076","WEALTH"
"T0000841",2026-01-16,"MSFT","BUY",78.9742,52.116,0.19,"C0048","EQ"
"T0000842",2026-03-15,"AMZN","SELL",834.643,27.8145,0.1084,"C0049","WEALTH"
"T0000843",2026-01-27,"BONO2027","SELL",530.7738,37.5927,0.0403,"C0079","EQ"
"T0000844",2026-01-09,"TSLA","BUY",944.9761,183.6734,0.1726,"C0055","DERIV"
"T0000845",2026-04-09,"META","SELL",255.1053,286.9102,0.0588,"C0067","WEALTH"
"T0000846",2026-06-15,"ORO","SELL",759.7591,23.4437,0.0669,"C0073","EQ"
"T0000847",2026-06-25,"GOOG","SELL",458.5291,72.5444,0.1882,"C0032","DERIV"
"T0000848",2026-06-07,"META","SELL",894.6933,35.513,0.2112,"C0049","FI"
"T0000849",2026-04-04,"ORO","BUY",119.864,58.689,0.1083,"C0056","FI"
"T0000850",2026-02-06,"TSLA","SELL",748.9992,72.156,0.0507,"C0003","FX"
"T0000851",2026-01-20,"AMZN","BUY",435.2895,36.0889,0.0331,"C0061","FI"
"T0000852",2026-04-10,"MSFT","BUY",831.2735,68.7063,0.0587,"C0006","WEALTH"
"T0000853",2026-04-08,"MSFT","SELL",935.7385,207.3607,0.0895,"C0025","FI"
"T0000854",2026-03-08,"MSFT","BUY",268.3575,22.9944,0.0758,"C0074","EQ"
"T0000855",2026-01-17,"DOLAR","SELL",966.0459,39.7146,0.1648,"C0024","WEALTH"
"T0000856",2026-03-29,"DOLAR","SELL",677.3366,69.253,0.0832,"C0041","EQ"
"T0000857",2026-01-08,"TSLA","SELL",7.4052,73.6072,0.1805,"C0013","FI"
"T0000858",2026-06-16,"DOLAR","SELL",704.1983,57.6314,0.2785,"C0035","DERIV"
"T0000859",2026-02-22,"SP500","BUY",49.982,72.0462,0.104,"C0032","FX"
"T0000860",2026-05-28,"DOLAR","SELL",74.9597,47.863,0.0604,"C0059","FI"
"T0000861",2026-04-02,"AMZN","BUY",78.6017,63.5601,0.0668,"C0017","EQ"
"T0000862",2026-05-31,"LETRA","SELL",972.7048,51.6785,0.2145,"C0023","DERIV"
"T0000863",2026-02-25,"SP500","SELL",101.8244,113.6542,0.0534,"C0060","EQ"
"T0000864",2026-06-10,"BONO2027","BUY",413.581,96.3936,0.3554,"C0047","EQ"
"T0000865",2026-04-30,"GOOG","SELL",981.2148,53.7707,0.1607,"C0013","WEALTH"
"T0000866",2026-01-19,"MSFT","BUY",28.4414,156.1007,0.2415,"C0019","EQ"
"T0000867",2026-03-21,"TSLA","SELL",845.2297,62.5714,0.0873,"C0054","DERIV"
"T0000868",2026-06-27,"AAPL","BUY",644.0169,86.752,0.0925,"C0007","FX"
"T0000869",2026-04-27,"META","SELL",456.9019,65.5179,0.1777,"C0049","FI"
"T0000870",2026-01-10,"GOOG","BUY",850.0853,33.4493,0.1213,"C0029","EQ"
"T0000871",2026-05-27,"NVDA","BUY",836.9947,98.2214,0.1934,"C0068","FI"
"T0000872",2026-03-18,"SP500","SELL",470.3266,12.4236,0.1214,"C0002","DERIV"
"T0000873",2026-03-28,"EURO","BUY",988.143,25.1577,0.1218,"C0048","EQ"
"T0000874",2026-04-18,"NVDA","BUY",546.674,90.2065,0.3908,"C0078","EQ"
"T0000875",2026-06-17,"META","BUY",738.2289,147.2633,0.1826,"C0053","DERIV"
"T0000876",2026-02-22,"AAPL","BUY",858.0809,16.3541,0.0336,"C0050","EQ"
"T0000877",2026-04-12,"AAPL","BUY",962.1332,140.6223,0.209,"C0067","EQ"
"T0000878",2026-04-28,"SP500","BUY",495.4077,18.7773,0.0903,"C0065","EQ"
"T0000879",2026-02-08,"SP500","BUY",126.4616,33.884,0.1391,"C0026","EQ"
"T0000880",2026-06-16,"AAPL","SELL",243.734,18.848,0.3062,"C0017","WEALTH"
